ATTm591131                accountNameHistory 
ATTm591226                mS-SQL-Publisher 
ATTi591227                mS-SQL-AllowKnownPullSubscription 
ATTi591228                mS-SQL-AllowImmediateUpdatingSubscription 
ATTi591229                mS-SQL-AllowQueuedUpdatingSubscription 
ATTi591230                mS-SQL-AllowSnapshotFilesFTPDownloading 
ATTi591231                mS-SQL-ThirdParty 
ATTf590540                mscopeId 
ATTm590495                msiFileList 
ATTk590638                msiScript 
ATTm590669                msiScriptName 
ATTm589839                msiScriptPath 
ATTj590670                msiScriptSize 
ATTi590747                mSMQAuthenticate 
ATTj590744                mSMQBasePriority 
ATTe590757                mSMQComputerType 
ATTm591241                mSMQComputerTypeEx 
ATTj590770                mSMQCost 
ATTe590764                mSMQCSPName 
ATTi591063                mSMQDependentClientService 
ATTi591050                mSMQDependentClientServices 
ATTk590772                mSMQDigests 
ATTk590790                mSMQDigestsMig 
ATTi591062                mSMQDsService 
ATTi591052                mSMQDsServices 
ATTk590760                mSMQEncryptKey 
ATTi590758                mSMQForeign 
ATTb590753                mSMQInRoutingServers 
ATTj591132                mSMQInterval1 
ATTj591133                mSMQInterval2 
ATTi590742                mSMQJournal 
ATTj590745                mSMQJournalQuota 
ATTe590746                mSMQLabel 
ATTm591239                mSMQLabelEx 
ATTj590765                mSMQLongLived 
ATTi590776                mSMQMigrated 
ATTi590763                mSMQNameStyle 
ATTj590788                mSMQNt4Flags 
ATTj590784                mSMQNt4Stub 
ATTj590759                mSMQOSType 
ATTb590752                mSMQOutRoutingServers 
ATTb591049                mSMQPrevSiteGates 
ATTj590748                mSMQPrivacyLevel 
ATTk590775                mSMQQMID 
ATTj590787                mSMQQueueJournalQuota 
ATTm591067                mSMQQueueNameExt 
ATTj590786                mSMQQueueQuota 
ATTk590741                mSMQQueueType 
ATTj590743                mSMQQuota 
ATTi591061                mSMQRoutingService 
ATTi591051                mSMQRoutingServices 
ATTj590754                mSMQServiceType 
ATTj590774                mSMQServices 
ATTk590761                mSMQSignKey 
ATTb590767                mSMQSite1 
ATTb590768                mSMQSite2 
ATTi590785                mSMQSiteForeign 
ATTb590769                mSMQSiteGates 
ATTb591134                mSMQSiteGatesMig 
ATTk590777                mSMQSiteID 
ATTe590789                mSMQSiteName 
ATTm591240                mSMQSiteNameEx 
ATTk590751                mSMQSites 
ATTi590750                mSMQTransactional 
ATTj590766                mSMQVersion 
ATTf590947                msNPCalledStationID 
ATTj590577                nameServiceFlags 
ATTi590673                netbootAllowNewClients 
ATTi590678                netbootAnswerOnlyValidClients 
ATTi590677                netbootAnswerRequests 
ATTj590676                netbootCurrentClientCount 
ATTk590183                netbootGUID 
ATTm590182                netbootInitialization 
ATTm590681                netbootIntelliMirrorOSes 
ATTi590674                netbootLimitClients 
ATTm590683                netbootLocallyInstalledOSes 
ATTm590185                netbootMachineFilePath 
ATTj590675                netbootMaxClients 
ATTm591065                netbootMirrorDataFile 
ATTm590679                netbootNewMachineNamingPolicy 
ATTb590680                netbootNewMachineOU 
ATTm591064                netbootSIFFile 
ATTm590682                netbootTools 
ATTb590038                nextLevelStore 
ATTb590127                notificationList 
ATTk589913                nTGroupMembers 
ATTj590330                objectCount 
ATTk590329                oMTGuid 
ATTk590157                oMTIndxGuid 
ATTm590239                operatingSystemHotfix 
ATTm590536                optionDescription 
ATTf590537                optionsLocation 
ATTk131517                originalDisplayTable 
ATTk131286                originalDisplayTableMSDOS 
ATTm589915                otherLoginWorkstations 
ATTm590475                otherMailbox 
ATTm1441826               middleName 
ATTj590151                packageFlags 
ATTm590150                packageName 
ATTj590148                packageType 
ATTb590381                parentCA 
ATTk590509                parentCACertificateChain 
ATTq590690                pekKeyChangeInterval 
ATTk590517                pendingCACertificates 
ATTb590519                pendingParentCA 
ATTk131397                perMsgDialogDisplayTable 
ATTk131398                perRecipDialogDisplayTable 
ATTm131687                personalTitle 
ATTm1376276               homePhone 
ATTm590546                otherIpPhone 
ATTm590473                primaryInternationalISDNNumber 
ATTb590338                physicalLocationObject 
ATTm591154                pKICriticalExtensions 
ATTm591158                pKIDefaultCSPs 
ATTj591151                pKIDefaultKeySpec 
ATTp591159                pKIEnrollmentAccess 
ATTk591155                pKIExpirationPeriod 
ATTm591157                pKIExtendedKeyUsage 
ATTk591152                pKIKeyUsage 
ATTj591153                pKIMaxIssuingDepth 
ATTk591156                pKIOverlapPeriod 
ATTk590029                pKTGuid 
ATTj590457                policyReplicationFlags 
ATTm590052                portName 
ATTm16                    postalAddress 
ATTj28                    preferredDeliveryMethod 
ATTb589921                preferredOU 
ATTn29                    presentationAddress 
ATTk590516                previousCACertificates 
ATTb590518                previousParentCA 
ATTj590071                printAttributes 
ATTm590061                printBinNames 
ATTi590066                printCollate 
ATTi590067                printColor 
ATTi591135                printDuplexSupported 
ATTj590058                printEndTime 
ATTm590059                printFormName 
ATTi590099                printKeepPrintedJobs 
ATTm590070                printLanguage 
ATTm590112                printMACAddress 
ATTj590065                printMaxCopies 
ATTj590062                printMaxResolutionSupported 
ATTj590101                printMaxXExtent 
ATTj590102                printMaxYExtent 
ATTm590113                printMediaReady 
ATTm590123                printMediaSupported 
ATTj590103                printMinXExtent 
ATTj590104                printMinYExtent 
ATTm590111                printNetworkAddress 
ATTm590096                printNotify 
ATTj590114                printNumberUp 
ATTm590064                printOrientationsSupported 
ATTm590095                printOwner 
ATTj590455                printPagesPerMinute 
ATTm590054                printSeparatorFile 
ATTm590094                printShareName 
ATTm590098                printSpooling 
ATTi590105                printStaplingSupported 
ATTj590057                printStartTime 
ATTm590097                printStatus 
ATTm590124                printerName 
ATTj590055                priority 
ATTj590460                privilegeAttributes 
ATTm590458                privilegeDisplayName 
ATTq590459                privilegeValue 
ATTk590642                productCode 
ATTi131595                proxyGenerationEnabled 
ATTk590244                publicKeyPolicy 
ATTj590282                qualityOfService 
ATTm591179                queryFilter 
ATTm590504                queryPoint 
ATTk26                    registeredAddress 
ATTm589929                remoteServerName 
ATTm589931                remoteSource 
ATTj589932                remoteSourceType 
ATTm590633                remoteStorageGUID 
ATTm589933                replicaSource 
ATTk590145                requiredCategories 
ATTb33                    roleOccupant 
ATTm590190                rpcNsAnnotation 
ATTm589937                rpcNsBindings 
ATTm590191                rpcNsCodeset 
ATTj590578                rpcNsEntryFlags 
ATTm589938                rpcNsGroup 
ATTm589939                rpcNsInterfaceID 
ATTm590136                rpcNsObjectID 
ATTj589941                rpcNsPriority 
ATTm589942                rpcNsProfileEntry 
ATTm590138                rpcNsTransferSyntax 
ATTl590305                schemaUpdate 
ATTj131543                schemaVersion 
ATTj591178                scopeFlags 
ATTk14                    searchGuide 
ATTb34                    seeAlso 
ATTj590328                seqNotification 
ATTf5                     serialNumber 
ATTm590334                serviceBindingInformation 
ATTk589946                serviceClassID 
ATTk589947                serviceClassInfo 
ATTm590333                serviceClassName 
ATTm590481                serviceDNSName 
ATTm590483                serviceDNSNameType 
ATTk590023                serviceInstanceVersion 
ATTm590149                setupCommand 
ATTm590439                shellContextMenu 
ATTm590387                shellPropertyPages 
ATTm591033                shortServerName 
ATTm590648                signatureAlgorithms 
ATTk590186                siteGUID 
ATTb590318                siteServer 
ATTm590535                superScopeDescription 
ATTf590534                superScopes 
ATTk30                    supportedApplicationContext 
ATTj590490                syncAttributes 
ATTb590488                syncWithObject 
ATTr590491                syncWithSID 
ATTm20                    telephoneNumber 
ATTk22                    teletexTerminalIdentifier 
ATTk21                    telexNumber 
ATTm590472                primaryTelexNumber 
ATTq590327                timeRefresh 
ATTq590326                timeVolChange 
ATTi590630                treatAsLeaf 
ATTm590484                treeName 
ATTm589961                uNCName 
ATTk590637                upgradeProductCode 
ATTk590469                userCert 
ATTm590575                userSharedFolder 
ATTm590576                userSharedFolderOther 
ATTj131541                USNIntersite 
ATTq590720                uSNSource 
ATTm590079                vendor 
ATTj590152                versionNumberHi 
ATTj590153                versionNumberLo 
ATTk590160                volTableGUID 
ATTk590158                volTableIdxGUID 
ATTj590331                volumeCount 
ATTm590125                wbemPath 
ATTk589966                winsockAddresses 
ATTg24                    x121Address 
ATTm1499004992            msExchAccessControlMap 
ATTk131285                activationSchedule 
ATTj131145                activationStyle 
ATTj1499004969            msExchADCOptions 
ATTm1499004970            msExchAdditionalDNMap 
ATTk131177                businessRoles 
ATTm1499004971            msExchCorrelationAttribute 
ATTi1499004930            msExchDereferenceAliases 
ATTi1499004966            msExchDoFullReplication 
ATTm131668                msExchHouseIdentifier 
ATTi1499004963            msExchIsBridgeheadSite 
ATTj1499004972            msExchNTAccountOptions 
ATTb1499004961            msExchNtdsExportContainers 
ATTb1499004962            msExchNtdsImportContainer 
ATTm1499004974            msExchRemotePrivateISList 
ATTm1499004973            msExchRemoteServerList 
ATTi1499004981            msExchReplicateNow 
ATTj1499004955            msExchServer1AlwaysCreateAs 
ATTm1499004937            msExchServer1AuthenticationCredentials 
ATTk1499004939            msExchServer1AuthenticationPassword 
ATTj1499004935            msExchServer1AuthenticationType 
ATTj1499004949            msExchServer1DeletionOption 
ATTm1499004941            msExchServer1ExportContainers 
ATTj1499004989            msExchServer1Flags 
ATTq1499004957            msExchServer1HighestUSN 
ATTm1499004943            msExchServer1ImportContainer 
ATTl1499004959            msExchServer1LastUpdateTime 
ATTm1499004931            msExchServer1NetworkAddress 
ATTm1499004978            msExchServer1NTAccountDomain 
ATTm1499004982            msExchServer1ObjectMatch 
ATTj1499004953            msExchServer1PageSize 
ATTj1499004933            msExchServer1Port 
ATTm1499004945            msExchServer1SchemaMap 
ATTm1499004947            msExchServer1SearchFilter 
ATTj1499004967            msExchServer1SSLPort 
ATTj1499004951            msExchServer1Type 
ATTj1499004956            msExchServer2AlwaysCreateAs 
ATTm1499004938            msExchServer2AuthenticationCredentials 
ATTk1499004940            msExchServer2AuthenticationPassword 
ATTj1499004936            msExchServer2AuthenticationType 
ATTj1499004950            msExchServer2DeletionOption 
ATTm1499004942            msExchServer2ExportContainers 
ATTj1499004990            msExchServer2Flags 
ATTq1499004958            msExchServer2HighestUSN 
ATTm1499004944            msExchServer2ImportContainer 
ATTl1499004960            msExchServer2LastUpdateTime 
ATTm1499004932            msExchServer2NetworkAddress 
ATTm1499004979            msExchServer2NTAccountDomain 
ATTm1499004983            msExchServer2ObjectMatch 
ATTj1499004954            msExchServer2PageSize 
ATTj1499004934            msExchServer2Port 
ATTm1499004946            msExchServer2SchemaMap 
ATTm1499004948            msExchServer2SearchFilter 
ATTj1499004968            msExchServer2SSLPort 
ATTj1499004952            msExchServer2Type 
ATTj1499004929            msExchSynchronizationDirection 
ATTm131684                personalPager 
ATTi1499005005            msExchServer1IsBridgehead 
ATTi1499005006            msExchServer2IsBridgehead 
ATTj1499005012            msExchADCObjectType 
ATTm1499005013            msExchExchangeSite 
ATTm1499005014            msExchServer1HighestUSNVector 
ATTm1499005015            msExchServer2HighestUSNVector 
ATTl131612                promoExpiration 
ATTk131356                sSelector 
ATTk131118                sSelectorInbound 
ATTm131645                type 
ATTm131153                info 
ATTe1499017452            msExchMemberBaseDN 
ATTe1499017450            msExchMemberFilter 
ATTe131531                networkAddress 
ATTm19                    physicalDeliveryOfficeName 
ATTi1499005023            msExchAddGroupsToToken 
ATTm23                    facsimileTelephoneNumber 
ATTm43                    initials 
ATTm590470                otherFacsimileTelephoneNumber 
ATTm131349                otherHomePhone 
ATTm590471                otherMobile 
ATTm1376297               mobile 
ATTm131090                otherTelephone 
ATTm131190                otherPager 
ATTm1376298               pager 
ATTm18                    postOfficeBox 
ATTm17                    postalCode 
ATTm131536                wWWHomePage 
ATTm590573                url 
ATTi1499005016            msExchMoveToLSA 
ATTm1499005022            msExchInterOrgAddressType 
ATTp788956019             msExchPFDefaultAdminACL 
ATTb1499015962            msExchPFDSContainer 
ATTj1499005026            msExchSchemaVersionAdc 
ATTj1499006944            msExchAccessFlags 
ATTj1499006934            msExchAccessSSLFlags 
ATTf131304                aDMD 
ATTm1499006939            msExchAdminACL 
ATTm131167                adminExtensionDLL 
ATTj788955998             msExchAdminGroupMode 
ATTb1499005962            msExchAdminMailbox 
ATTk788955994             msExchAliasGenFormat 
ATTk788955995             msExchAliasGenType 
ATTk788955996             msExchAliasGenUniqueness 
ATTi1499013934            msExchAllowAdditionalResources 
ATTi1499013933            msExchAllowTimeExtensions 
ATTi131554                anonymousAccess 
ATTm131633                anonymousAccount 
ATTj131221                associationLifetime 
ATTj1499013932            msExchAuditFlags 
ATTj1499006931            msExchAuthenticationFlags 
ATTm131274                authorizedDomain 
ATTk131265                authorizedPassword 
ATTm131348                authorizedUser 
ATTm131548                availableAuthorizationPackages 
ATTf131558                availableDistributions 
ATTm1499013948            msExchAvailableServers 
ATTj1499015966            msExchBackgroundThreads 
ATTm1499006938            msExchBasicAuthenticationDomain 
ATTb131535                bridgeheadServers 
ATTi131527                canPreserveDNs 
ATTk1499015980            msExchCatalog 
ATTi1499005964            msExchccMailADEProp 
ATTj1499005966            msExchccMailFilterType 
ATTj1499005963            msExchccMailImportExportVersion 
ATTi1499005965            msExchccMailKeepForwardHistory 
ATTm1499005959            msExchccMailPOName 
ATTm1499005961            msExchccMailPOPath 
ATTm1499013940            msExchCertificate 
ATTk131634                certificateChainV3 
ATTk131636                certificateRevocationListV1 
ATTk131635                certificateRevocationListV3 
ATTm131552                characterSet 
ATTm131549                characterSetList 
ATTm1499012972            msExchChatAccess 
ATTm1499012931            msExchChatAdminMessage 
ATTm1499012968            msExchChatBanMask 
ATTm1499012971            msExchChatBanReason 
ATTm1499012937            msExchChatBroadcastAddress 
ATTi1499012948            msExchChatChannelAutoCreate 
ATTj1499012954            msExchChatChannelFlags 
ATTm1499012951            msExchChatChannelHostKey 
ATTm1499012958            msExchChatChannelJoinMessage 
ATTm1499012949            msExchChatChannelKey 
ATTm1499012956            msExchChatChannelLanguage 
ATTj1499012957            msExchChatChannelLCID 
ATTj1499012938            msExchChatChannelLimit 
ATTj1499012934            msExchChatChannelMode 
ATTm1499012947            msExchChatChannelName 
ATTm1499012950            msExchChatChannelOwnerKey 
ATTm1499012959            msExchChatChannelPartMessage 
ATTm1499012955            msExchChatChannelPICS 
ATTm1499012953            msExchChatChannelSubject 
ATTm1499012952            msExchChatChannelTopic 
ATTm1499012960            msExchChatClassIdentMask 
ATTm1499012961            msExchChatClassIP 
ATTj1499012935            msExchChatClientPort 
ATTj1499012941            msExchChatDNSReverseMode 
ATTq1499012970            msExchChatDuration 
ATTi1499012939            msExchChatEnableAnonymous 
ATTi1499012940            msExchChatEnableAuthenticated 
ATTj1499012966            msExchChatInputFloodLimit 
ATTj1499012943            msExchChatMaxAnonymous 
ATTj1499012942            msExchChatMaxConnections 
ATTj1499012944            msExchChatMaxMemberships 
ATTj1499012962            msExchChatMessageLag 
ATTm1499012932            msExchChatMOTD 
ATTj1499012973            msExchChatNetworkMode 
ATTm1499012929            msExchChatNetworkName 
ATTj1499012964            msExchChatNickDelay 
ATTj1499012967            msExchChatOutputSaturation 
ATTj1499012965            msExchChatPingDelay 
ATTj1499012963            msExchChatProtectionLevel 
ATTj1499012936            msExchChatServerPort 
ATTl1499012969            msExchChatStartTime 
ATTm1499012930            msExchChatTitle 
ATTi131631                clientAccessEnabled 
ATTj131237                clockAlertOffset 
ATTi131236                clockAlertRepair 
ATTj131249                clockWarningOffset 
ATTi131238                clockWarningRepair 
ATTk131614                compromisedKeyList 
ATTe131092                computerName 
ATTe131283                connectedDomains 
ATTk131547                connectionListFilter 
ATTj131598                connectionListFilterType 
ATTe1499017436            msExchConnectorType 
ATTj131368                containerInfo 
ATTk131555                controlMsgFolderID 
ATTk131557                controlMsgRules 
ATTi1499015949            msExchConvertToFixedFont 
ATTk131637                crossCertificateCRL 
ATTm1499013936            msExchCTPClassGUID 
ATTj1499013938            msExchCTPFrameHint 
ATTm1499013950            msExchCTPPropertySchema 
ATTm1499013935            msExchCTPProviderGUID 
ATTm1499013949            msExchCTPProviderName 
ATTi1499013951            msExchCTPRequireCMSAuthentication 
ATTm1499013937            msExchCTPSnapinGUID 
ATTj1499015967            msExchDatabaseSessionAddend 
ATTj1499015968            msExchDatabaseSessionIncrement 
ATTi788955999             msExchDefaultAdminGroup 
ATTm1499006940            msExchDefaultDomain 
ATTm1499019929            msExchDefaultLogonDomain 
ATTi131644                defaultMessageFormat 
ATTi131663                delegateUser 
ATTk131211                delivEITs 
ATTm1499005931            msExchDeliveryOrder 
ATTe1499017438            msExchDestBHAddress 
ATTb1499017435            msExchDestinationRGDN 
ATTm131261                diagnosticRegKey 
ATTj1499019933            msExchDirBrowseFlags 
ATTm1499005933            msExchDirsyncFilters 
ATTk1499005936            msExchDirsyncSchedule 
ATTj1499005937            msExchDirsyncStyle 
ATTm131613                disabledGatewayProxy 
ATTj131647                doOABVersion 
ATTb131217                domainDefAltRecip 
ATTb1499005004            msExchDomainLink 
ATTe131219                domainName 
ATTi1499015948            msExchDownGradeMultipartSigned 
ATTi131450                dXAAdminCopy 
ATTi131451                dXAAdminForward 
ATTj131453                dXAAdminUpdate 
ATTi131246                dXAAppendReqCN 
ATTb131252                dXAConfContainerList 
ATTl131194                dXAConfReqTime 
ATTf131256                dXAConfSeq 
ATTj131117                dXAConfSeqUSN 
ATTj131431                dXAExchangeOptions 
ATTi131449                dXAExportNow 
ATTf131188                dXAImpSeq 
ATTl131189                dXAImpSeqTime 
ATTj131158                dXAImpSeqUSN 
ATTi131448                dXAImportNow 
ATTm131435                dXAInTemplateMap 
ATTb131185                dXALocalAdmin 
ATTf131403                dXANativeAddressType 
ATTm131436                dXAOutTemplateMap 
ATTm131377                dXAPassword 
ATTj131288                dXAPrevExchangeOptions 
ATTi131275                dXAPrevExportNativeOnly 
ATTj131162                dXAPrevInExchangeSensitivity 
ATTb131337                dXAPrevRemoteEntries 
